,title,basesalary,bonus,LevelBucket,region
50016,Management Consultant,128000,60000,Senior,East
50017,Data Scientist,168000,24000,Associate,West
50018,Software Engineer,147000,26000,Mid,
50019,Software Engineer,177000,38000,Senior,
50020,Software Engineering Manager,129000,103000,Mid,West
50022,Software Engineer,108000,4000,Entry,West
50023,Product Manager,102000,0,Associate,West
50024,Software Engineer,237000,54000,Associate,West
50025,Software Engineer,76000,73000,Mid,Southern
50026,Software Engineer,96000,8000,Entry,West
50027,Software Engineer,154000,0,Mid,East
50028,Product Manager,184000,18000,Associate,West
50029,Software Engineer,36000,7000,Mid,
50030,Software Engineer,42000,19000,Associate,
50031,Software Engineering Manager,135000,0,Senior,
50032,Product Manager,197000,3000,Senior,West
50033,Product Designer,78000,4000,Associate,West
50034,Software Engineer,60000,11000,Entry,Southern
50035,Software Engineer,132000,31000,Associate,West
50036,Software Engineer,102000,4000,Senior,West
50037,Data Scientist,124000,36000,Senior,West
50038,Software Engineer,104000,18000,Associate,West
50039,Software Engineer,80000,32000,Associate,
50040,Software Engineer,137000,18000,Senior,Southern
50041,Software Engineer,88000,26000,Senior,Southern
50042,Software Engineer,198000,0,Mid,MidWest
50043,Product Manager,111000,0,Associate,West
50045,Software Engineer,265000,0,Senior,West
50046,Software Engineer,109000,0,Entry,
50047,Software Engineer,129000,9000,Associate,
50048,Software Engineer,198000,23000,Associate,West
50049,Software Engineer,112000,7000,Entry,Southern
50050,Software Engineer,170000,22000,Entry,West
50051,Software Engineer,121000,4000,Associate,West
50052,Software Engineer,233000,0,Senior,Southern
50053,Software Engineer,97000,7000,Associate,West
50054,Technical Program Manager,153000,0,Senior,West
50055,Software Engineer,109000,0,Associate,West
50056,Business Analyst,107000,18000,Mid,West
50057,Solution Architect,70000,43000,Senior,West
50058,Software Engineer,131000,26000,Mid,East
50059,Software Engineer,215000,0,Mid,West
50060,Software Engineer,253000,28000,Senior,West
50061,Software Engineer,160000,8000,Mid,West
50062,Software Engineer,73000,6000,Entry,Southern
50063,Software Engineer,254000,0,Associate,West
50064,Software Engineer,176000,23000,Mid,West
50065,Software Engineer,53000,14000,Senior,
50066,Software Engineer,149000,0,Mid,East
50067,Software Engineer,105000,0,Associate,MidWest
50068,Software Engineer,201000,14000,Senior,West
50069,Software Engineer,114000,4000,Associate,Southern
50070,Software Engineering Manager,124000,0,Senior,West
50071,Software Engineer,120000,3000,Mid,Southern
50074,Business Analyst,176000,25000,Senior,West
50075,Software Engineer,97000,0,Entry,MidWest
50076,Software Engineer,140000,41000,Mid,West
50077,Data Scientist,91000,10000,Associate,West
50078,Product Manager,199000,0,Senior,West
50079,Software Engineering Manager,222000,0,Senior,West
50080,Management Consultant,123000,5000,Associate,
50081,Hardware Engineer,119000,10000,Entry,West
50082,Product Designer,251000,19000,Mid,West
50083,Software Engineer,57000,0,Mid,West
50084,Software Engineer,185000,0,Associate,
50087,Software Engineer,21000,3000,Entry,
50088,Marketing,134000,11000,Associate,West
50089,Software Engineer,167000,15000,Entry,West
50090,Software Engineer,206000,0,Senior,Southern
50091,Product Manager,153000,44000,Associate,West
50092,Software Engineer,181000,25000,Mid,West
50093,Software Engineer,270000,0,Senior,West
50094,Software Engineer,131000,14000,Entry,
50095,Software Engineer,164000,11000,Associate,West
50096,Software Engineer,91000,16000,Associate,West
50097,Software Engineering Manager,100000,13000,Senior,
50098,Software Engineer,187000,15000,Associate,West
50099,Software Engineer,171000,15000,Associate,West
50101,Software Engineer,123000,132000,Associate,West
50102,Data Scientist,204000,50000,Entry,West
50103,Software Engineer,158000,14000,Associate,West
50104,Product Manager,158000,17000,Senior,West
50105,Software Engineer,33000,0,Mid,
50106,Software Engineer,169000,39000,Mid,East
50107,Software Engineer,255000,29000,Mid,East
50108,Software Engineer,154000,0,Associate,West
50109,Software Engineer,137000,0,Mid,West
50110,Software Engineer,235000,18000,Senior,West
50111,Technical Program Manager,87000,19000,Senior,West
50112,Software Engineer,105000,8000,Mid,West
50113,Software Engineer,119000,0,Mid,West
50114,Software Engineer,106000,8000,Associate,West
50115,Software Engineer,75000,14000,Senior,MidWest
50116,Software Engineer,86000,23000,Associate,West
50117,Software Engineer,221000,32000,Mid,West
50118,Software Engineer,86000,11000,Entry,
50119,Software Engineer,31000,0,Associate,
50120,Software Engineer,34000,3000,Associate,
50121,Software Engineer,114000,0,Mid,
50122,Business Analyst,73000,15000,Entry,West
50123,Software Engineer,33000,5000,Associate,
50125,Software Engineer,62000,7000,Mid,
50126,Software Engineer,252000,32000,Associate,West
50127,Software Engineer,133000,0,Senior,
50128,Software Engineer,88000,0,Senior,
50129,Software Engineer,54000,19000,Senior,
50130,Software Engineer,135000,31000,Senior,
50131,Software Engineer,71000,2000,Entry,Southern
50132,Business Analyst,87000,15000,Associate,Southern
50133,Software Engineer,71000,16000,Entry,East
50134,Data Scientist,233000,32000,Mid,West
50135,Marketing,94000,8000,Associate,West
50136,Software Engineer,155000,5000,Mid,Southern
50137,Software Engineer,59000,11000,Senior,
50138,Software Engineer,26000,0,Mid,
50139,Hardware Engineer,161000,0,Senior,MidWest
50140,Software Engineer,164000,9000,Associate,Southern
50141,Software Engineer,99000,9000,Associate,West
50142,Marketing,132000,15000,Associate,
50143,Product Manager,155000,49000,Senior,Southern
50144,Software Engineer,181000,18000,Associate,East
50145,Software Engineer,172000,20000,Entry,West
50146,Software Engineer,186000,15000,Associate,West
50147,Software Engineer,50000,8000,Associate,
50148,Product Designer,143000,0,Associate,West
50149,Software Engineer,137000,20000,Associate,East
50150,Software Engineer,186000,26000,Associate,East
50151,Software Engineer,74000,10000,Entry,East
50152,Software Engineer,122000,0,Associate,
50153,Software Engineer,28000,6000,Associate,
50154,Software Engineer,58000,0,Associate,Southern
50155,Software Engineer,108000,19000,Mid,East
50156,Product Designer,238000,0,Mid,West
50157,Technical Program Manager,161000,14000,Senior,East
50158,Software Engineer,136000,19000,Mid,MidWest
50159,Software Engineer,110000,0,Mid,West
50160,Software Engineer,224000,8000,Senior,West
50161,Software Engineer,71000,24000,Associate,West
50162,Software Engineer,63000,7000,Associate,
50163,Product Manager,98000,73000,Associate,West
50165,Hardware Engineer,95000,5000,Entry,West
50166,Software Engineer,131000,16000,Mid,West
50167,Software Engineer,225000,16000,Associate,West
50169,Software Engineer,120000,3000,Associate,West
50170,Software Engineering Manager,130000,1000,Senior,
50171,Recruiter,106000,7000,Associate,Southern
50172,Product Manager,84000,9000,Mid,East
50173,Software Engineer,121000,11000,Associate,West
50174,Data Scientist,55000,6000,Mid,MidWest
50175,Software Engineer,89000,0,Mid,West
50176,Software Engineer,68000,5000,Associate,Southern
50177,Software Engineer,220000,0,Mid,West
50178,Software Engineer,116000,20000,Entry,West
50179,Software Engineer,156000,20000,Associate,West
50180,Data Scientist,112000,16000,Associate,West
50181,Technical Program Manager,90000,10000,Entry,West
50182,Software Engineer,122000,29000,Associate,West
50183,Software Engineer,100000,0,Entry,West
50184,Product Designer,66000,11000,Mid,East
50185,Software Engineer,152000,0,Associate,West
50186,Software Engineer,127000,20000,Associate,West
50187,Software Engineer,161000,0,Associate,West
50188,Business Analyst,183000,13000,Mid,
50189,Product Manager,85000,17000,Mid,
50190,Software Engineer,135000,0,Associate,Southern
50191,Product Manager,85000,6000,Mid,West
50192,Software Engineer,142000,13000,Mid,West
50193,Software Engineer,90000,12000,Associate,West
50194,Product Manager,202000,0,Senior,West
50195,Software Engineer,131000,103000,Senior,West
50196,Product Manager,101000,2000,Associate,West
50197,Software Engineer,101000,0,Senior,West
50198,Software Engineer,98000,0,Associate,East
50199,Data Scientist,149000,26000,Associate,West
50200,Marketing,151000,25000,Mid,MidWest
50201,Software Engineer,65000,6000,Entry,
50202,Software Engineer,211000,5000,Mid,West
50203,Software Engineer,51000,2000,Entry,Southern
50204,Software Engineer,230000,148000,Senior,West
50205,Software Engineer,173000,0,Mid,Southern
50206,Software Engineer,160000,32000,Mid,West
50207,Software Engineer,170000,23000,Mid,West
50208,Software Engineer,120000,25000,Senior,West
50209,Business Analyst,175000,10000,Associate,West
50210,Software Engineer,152000,65000,Entry,East
50211,Product Manager,77000,22000,Mid,East
50212,Software Engineer,196000,0,Associate,West
50213,Software Engineer,30000,3000,Associate,
50214,Software Engineer,225000,40000,Mid,
50215,Software Engineer,70000,0,Entry,West
50216,Product Manager,71000,0,Mid,
50218,Software Engineer,142000,35000,Associate,West
50220,Product Manager,258000,95000,Senior,East
50221,Software Engineer,95000,1000,Senior,Southern
50222,Software Engineer,124000,0,Associate,
50223,Software Engineer,64000,0,Entry,West
50225,Software Engineer,138000,0,Senior,West
50226,Software Engineer,46000,0,Mid,
50227,Software Engineer,208000,12000,Mid,West
50228,Software Engineer,95000,9000,Associate,West
50229,Hardware Engineer,112000,10000,Associate,West
50230,Software Engineering Manager,234000,121000,Senior,West
50231,Hardware Engineer,139000,11000,Associate,West
50232,Software Engineering Manager,160000,0,Senior,West
50233,Software Engineer,220000,29000,Associate,West
50234,Software Engineer,108000,12000,Mid,Southern
50235,Product Manager,233000,34000,Mid,West
50236,Software Engineer,198000,0,Associate,West
50237,Software Engineer,195000,16000,Senior,West
50238,Software Engineer,122000,10000,Entry,Southern
50239,Software Engineer,182000,0,Associate,West
50240,Software Engineer,160000,14000,Associate,West
50241,Data Scientist,70000,30000,Associate,West
50242,Software Engineer,28000,6000,Associate,
50243,Software Engineering Manager,263000,58000,Senior,West
50244,Software Engineer,155000,10000,Associate,West
50246,Software Engineer,101000,6000,Mid,
50247,Software Engineer,74000,6000,Mid,
50248,Software Engineer,59000,11000,Associate,East
50249,Product Designer,57000,0,Associate,East
50250,Software Engineering Manager,131000,0,Mid,
50251,Software Engineer,42000,12000,Entry,
50252,Software Engineer,84000,20000,Mid,East
50253,Software Engineering Manager,176000,61000,Mid,East
50254,Recruiter,125000,36000,Senior,East
50255,Software Engineer,93000,10000,Associate,West
50256,Software Engineer,181000,0,Mid,Southern
50257,Software Engineer,140000,25000,Associate,West
50258,Software Engineer,95000,43000,Mid,West
50260,Software Engineer,82000,0,Associate,
50261,Software Engineer,112000,13000,Associate,West
50262,Product Manager,219000,66000,Senior,East
50263,Product Manager,129000,23000,Associate,West
50264,Software Engineer,28000,0,Entry,
50265,Software Engineer,234000,19000,Senior,West
50266,Software Engineer,32000,0,Entry,
50267,Software Engineer,80000,0,Associate,
50268,Software Engineer,208000,3000,Associate,West
50269,Software Engineer,198000,11000,Entry,East
50270,Software Engineer,151000,10000,Entry,Southern
50271,Software Engineer,129000,13000,Senior,West
50272,Software Engineer,120000,4000,Entry,East
50273,Software Engineer,83000,9000,Associate,Southern
50274,Management Consultant,56000,3000,Associate,
50275,Marketing,211000,0,Senior,West
50276,Mechanical Engineer,155000,12000,Associate,West
50277,Software Engineer,24000,0,Associate,
50278,Software Engineer,68000,0,Entry,West
50279,Software Engineer,107000,4000,Entry,
50280,Data Scientist,130000,0,Associate,MidWest
50281,Software Engineer,193000,15000,Associate,West
50282,Software Engineer,245000,34000,Mid,West
50283,Sales,79000,9000,Senior,
50284,Software Engineer,153000,40000,Senior,West
50285,Product Manager,171000,48000,Senior,West
50286,Software Engineer,182000,8000,Mid,East
50287,Software Engineer,102000,36000,Entry,
50288,Software Engineering Manager,30000,9000,Senior,
50289,Mechanical Engineer,140000,1000,Senior,West
50290,Software Engineer,152000,27000,Entry,West
50291,Software Engineer,91000,6000,Mid,West
50292,Software Engineer,202000,0,Mid,West
50293,Software Engineer,151000,27000,Associate,East
50294,Data Scientist,89000,11000,Associate,MidWest
50295,Business Analyst,121000,43000,Mid,
50296,Software Engineer,238000,26000,Associate,East
50297,Software Engineering Manager,246000,50000,Senior,West
50298,Product Manager,247000,49000,Senior,West
50299,Software Engineer,196000,29000,Entry,East
50300,Software Engineer,161000,0,Associate,West
50302,Software Engineer,195000,24000,Mid,West
50303,Software Engineering Manager,156000,0,Senior,West
50304,Software Engineering Manager,98000,221000,Senior,East
50305,Software Engineer,145000,17000,Senior,West
50306,Data Scientist,138000,32000,Associate,West
50307,Software Engineer,176000,14000,Associate,West
50308,Software Engineer,196000,30000,Senior,West
50309,Software Engineer,153000,27000,Mid,West
50310,Software Engineering Manager,162000,39000,Senior,West
50311,Marketing,156000,0,Mid,West
50312,Hardware Engineer,74000,2000,Mid,West
50313,Software Engineer,109000,21000,Senior,MidWest
50314,Software Engineer,212000,28000,Associate,West
50315,Software Engineer,69000,5000,Entry,West
50316,Product Designer,167000,7000,Associate,West
50317,Software Engineer,207000,87000,Mid,West
50318,Software Engineer,186000,59000,Entry,West
50319,Product Designer,148000,21000,Associate,West
50322,Software Engineer,38000,2000,Entry,
50323,Software Engineer,178000,0,Associate,West
50324,Software Engineer,126000,0,Mid,
50326,Software Engineer,36000,5000,Associate,MidWest
50327,Software Engineer,181000,0,Entry,West
50328,Sales,199000,11000,Associate,
50329,Software Engineer,180000,67000,Associate,West
50330,Software Engineering Manager,97000,8000,Senior,
50331,Software Engineer,32000,0,Associate,
50332,Software Engineer,92000,11000,Mid,
50333,Software Engineering Manager,128000,45000,Senior,East
50334,Software Engineer,32000,0,Mid,
50335,Software Engineer,85000,4000,Associate,
50336,Software Engineer,62000,5000,Entry,
50337,Software Engineer,226000,36000,Associate,Southern
50339,Software Engineer,27000,2000,Associate,
50341,Software Engineer,152000,25000,Associate,East
50342,Software Engineering Manager,131000,133000,Senior,West
50343,Software Engineer,21000,0,Associate,
50344,Business Analyst,218000,0,Senior,MidWest
50345,Software Engineer,93000,5000,Associate,East
50346,Hardware Engineer,99000,0,Associate,West
50347,Hardware Engineer,242000,0,Mid,West
50348,Software Engineer,113000,7000,Entry,West
50349,Software Engineering Manager,220000,62000,Senior,
50350,Marketing,59000,0,Entry,MidWest
50351,Product Manager,91000,18000,Associate,West
50352,Software Engineer,114000,55000,Senior,
50353,Software Engineer,32000,3000,Entry,
50354,Software Engineer,30000,27000,Mid,
50356,Software Engineer,87000,0,Associate,West
50357,Software Engineer,108000,30000,Associate,East
50358,Software Engineer,42000,3000,Associate,
50359,Software Engineer,129000,10000,Associate,West
50360,Software Engineer,47000,8000,Associate,
50361,Technical Program Manager,164000,0,Mid,Southern
50362,Hardware Engineer,101000,0,Mid,West
50363,Solution Architect,256000,16000,Senior,West
50364,Software Engineer,167000,23000,Mid,
50365,Software Engineer,175000,0,Senior,West
50366,Technical Program Manager,161000,0,Senior,West
50367,Sales,85000,4000,Associate,MidWest
50369,Software Engineer,122000,6000,Mid,Southern
50370,Software Engineer,163000,13000,Associate,East
50371,Software Engineer,157000,14000,Entry,East
50372,Software Engineer,178000,26000,Associate,West
50373,Hardware Engineer,151000,8000,Mid,West
50374,Mechanical Engineer,162000,12000,Entry,West
50375,Product Manager,182000,0,Senior,West
50376,Software Engineer,199000,0,Mid,MidWest
50378,Product Manager,149000,40000,Senior,Southern
50379,Software Engineer,132000,10000,Mid,Southern
50380,Software Engineer,164000,3000,Associate,West
50381,Software Engineer,85000,14000,Associate,West
50382,Software Engineer,66000,4000,Associate,
50383,Software Engineer,71000,21000,Entry,West
50384,Management Consultant,89000,13000,Associate,West
50385,Business Analyst,89000,16000,Associate,West
50386,Software Engineer,52000,6000,Mid,
50387,Software Engineer,64000,4000,Associate,Southern
50388,Software Engineer,36000,7000,Associate,
50389,Technical Program Manager,106000,17000,Senior,West
50390,Software Engineer,64000,16000,Associate,
50391,Software Engineer,179000,13000,Mid,West
50392,Software Engineer,96000,0,Entry,West
50393,Software Engineer,67000,10000,Senior,
50394,Software Engineer,52000,0,Entry,
50395,Software Engineer,50000,4000,Mid,
50396,Software Engineer,89000,0,Entry,
50397,Software Engineer,210000,0,Mid,West
50400,Software Engineer,213000,23000,Associate,East
50401,Product Manager,92000,15000,Senior,East
50402,Product Manager,182000,30000,Associate,West
50403,Business Analyst,99000,6000,Associate,East
50404,Software Engineer,118000,24000,Associate,West
50405,Software Engineer,162000,0,Senior,West
50406,Software Engineer,82000,0,Entry,West
50407,Solution Architect,42000,4000,Mid,East
50408,Software Engineer,110000,30000,Associate,
50409,Software Engineer,154000,30000,Senior,West
50410,Management Consultant,157000,15000,Mid,East
50411,Software Engineer,136000,1000,Mid,West
50412,Product Designer,117000,6000,Associate,West
50413,Software Engineer,39000,10000,Entry,
50414,Product Manager,249000,18000,Senior,Southern
50415,Software Engineer,138000,26000,Senior,East
50416,Software Engineer,128000,24000,Associate,East
50417,Software Engineer,55000,19000,Entry,East
50418,Software Engineer,98000,25000,Mid,West
50419,Software Engineer,51000,2000,Associate,MidWest
50420,Software Engineering Manager,168000,0,Mid,West
50421,Software Engineer,139000,12000,Associate,Southern
50422,Software Engineer,203000,21000,Mid,East
50423,Solution Architect,212000,34000,Senior,Southern
50424,Software Engineer,130000,6000,Associate,
50425,Product Manager,88000,0,Mid,
50426,Software Engineer,179000,21000,Mid,West
50427,Software Engineer,212000,11000,Associate,West
50428,Data Scientist,124000,51000,Associate,West
50429,Software Engineer,81000,5000,Associate,
50431,Software Engineer,151000,21000,Mid,West
50432,Software Engineer,101000,4000,Associate,MidWest
50433,Software Engineer,156000,3000,Associate,West
50434,Software Engineer,103000,22000,Mid,West
50435,Software Engineer,197000,18000,Associate,West
50436,Software Engineer,28000,0,Mid,
50437,Recruiter,81000,6000,Associate,Southern
50438,Product Designer,195000,18000,Associate,West
50439,Software Engineer,132000,14000,Mid,Southern
50440,Software Engineer,122000,0,Entry,East
50441,Technical Program Manager,253000,31000,Senior,West
50442,Software Engineer,159000,47000,Associate,West
50443,Software Engineer,99000,12000,Associate,West
50444,Software Engineer,106000,18000,Entry,West
50445,Software Engineer,228000,0,Senior,West
50446,Software Engineer,140000,29000,Mid,West
50447,Product Manager,91000,19000,Entry,West
50448,Software Engineer,213000,0,Associate,West
50449,Data Scientist,105000,38000,Senior,West
50450,Software Engineer,112000,0,Associate,West
50451,Software Engineer,81000,1000,Senior,West
50452,Software Engineer,214000,0,Senior,West
50453,Recruiter,110000,0,Associate,West
50454,Software Engineer,72000,0,Entry,Southern
50455,Software Engineer,144000,0,Associate,
50456,Software Engineer,136000,24000,Senior,West
50457,Product Designer,82000,0,Associate,West
50458,Software Engineer,65000,0,Mid,Southern
50459,Software Engineer,91000,31000,Associate,West
50460,Software Engineer,74000,0,Senior,West
50462,Data Scientist,136000,6000,Mid,MidWest
50463,Product Manager,51000,0,Entry,
50464,Business Analyst,176000,0,Associate,West
50465,Software Engineer,192000,11000,Associate,West
50466,Software Engineer,251000,32000,Senior,West
50467,Software Engineer,88000,64000,Associate,West
50468,Business Analyst,105000,32000,Mid,West
50469,Software Engineer,149000,18000,Associate,West
50470,Software Engineer,133000,22000,Associate,West
50471,Software Engineer,122000,31000,Entry,West
50472,Software Engineer,120000,25000,Mid,West
50473,Software Engineer,67000,27000,Entry,West
50474,Data Scientist,141000,20000,Senior,MidWest
50475,Solution Architect,83000,0,Senior,East
50476,Software Engineering Manager,137000,0,Senior,MidWest
50477,Software Engineer,215000,18000,Associate,East
50478,Software Engineer,55000,12000,Associate,
50479,Software Engineer,100000,0,Mid,West
50480,Product Designer,157000,0,Associate,West
50481,Solution Architect,114000,46000,Mid,East
50482,Software Engineer,115000,5000,Associate,Southern
50483,Software Engineer,206000,31000,Associate,West
50484,Software Engineer,98000,20000,Associate,West
50485,Software Engineer,101000,11000,Associate,MidWest
50486,Recruiter,85000,5000,Entry,West
50487,Software Engineer,78000,16000,Entry,East
50488,Software Engineer,68000,0,Associate,Southern
50489,Software Engineer,102000,0,Associate,MidWest
50490,Software Engineer,62000,22000,Senior,Southern
50491,Hardware Engineer,230000,22000,Senior,West
50492,Management Consultant,102000,6000,Associate,West
50493,Software Engineer,219000,9000,Associate,West
50494,Product Designer,247000,14000,Mid,West
50495,Software Engineer,54000,11000,Associate,
50496,Product Manager,174000,71000,Senior,West
50497,Software Engineer,95000,37000,Associate,West
50498,Software Engineer,138000,35000,Senior,West
50499,Software Engineer,52000,19000,Associate,
50500,Software Engineer,223000,0,Associate,West
50501,Software Engineer,118000,26000,Mid,West
50503,Software Engineer,110000,0,Associate,West
50504,Software Engineer,89000,48000,Associate,West
50506,Software Engineer,154000,46000,Associate,West
50507,Software Engineer,77000,10000,Associate,West
50508,Software Engineer,24000,1000,Associate,
50510,Solution Architect,193000,1000,Senior,East
50512,Management Consultant,120000,13000,Mid,MidWest
50513,Software Engineer,98000,0,Senior,
50514,Data Scientist,109000,0,Associate,
50516,Software Engineering Manager,88000,10000,Senior,MidWest
50517,Software Engineer,126000,30000,Associate,West
50518,Software Engineer,64000,9000,Mid,
50519,Software Engineer,78000,0,Entry,Southern
50520,Software Engineer,57000,2000,Mid,
50521,Software Engineer,191000,52000,Mid,West
50522,Management Consultant,125000,15000,Associate,East
50523,Software Engineer,206000,38000,Associate,Southern
50524,Software Engineer,83000,0,Mid,Southern
50525,Software Engineer,131000,16000,Senior,
50526,Software Engineer,56000,14000,Associate,
50527,Software Engineer,96000,14000,Associate,East
50528,Software Engineer,113000,0,Mid,
50529,Software Engineer,97000,8000,Entry,East
50530,Solution Architect,97000,25000,Mid,
50531,Data Scientist,101000,1000,Associate,East
50532,Software Engineer,49000,5000,Entry,Southern
50533,Solution Architect,246000,38000,Senior,West
50534,Software Engineer,147000,8000,Associate,East
50535,Data Scientist,107000,64000,Entry,West
50536,Product Manager,270000,498000,Senior,West
50537,Technical Program Manager,158000,8000,Associate,Southern
50538,Software Engineer,47000,6000,Associate,
50539,Technical Program Manager,82000,42000,Senior,
50540,Software Engineer,92000,14000,Entry,
50541,Software Engineer,191000,0,Senior,
50542,Software Engineer,120000,31000,Senior,East
50543,Software Engineering Manager,152000,15000,Associate,East
50544,Software Engineering Manager,161000,0,Mid,West
50545,Software Engineer,102000,0,Entry,West
50546,Software Engineer,125000,0,Mid,
50547,Software Engineer,146000,0,Associate,East
50548,Software Engineer,107000,8000,Senior,East
50549,Management Consultant,147000,13000,Senior,Southern
50550,Data Scientist,134000,9000,Associate,West
50551,Human Resources,67000,6000,Entry,Southern
50552,Software Engineer,115000,0,Entry,Southern
50554,Software Engineer,83000,0,Entry,West
50555,Software Engineer,212000,21000,Mid,East
50556,Software Engineer,27000,3000,Entry,
50557,Software Engineer,49000,14000,Associate,
50558,Management Consultant,172000,67000,Senior,
50559,Product Manager,110000,2000,Associate,Southern
50560,Software Engineer,162000,103000,Senior,West
50561,Software Engineer,111000,21000,Mid,Southern
50562,Product Manager,178000,30000,Mid,East
50563,Software Engineer,121000,21000,Associate,
50564,Software Engineer,184000,17000,Associate,MidWest
50565,Technical Program Manager,116000,44000,Senior,West
50566,Software Engineer,133000,0,Senior,West
50567,Software Engineer,115000,50000,Senior,West
50568,Software Engineer,65000,14000,Entry,East
50569,Software Engineer,62000,6000,Entry,Southern
50570,Software Engineer,112000,0,Mid,West
50571,Software Engineer,180000,0,Senior,West
50572,Software Engineer,166000,38000,Mid,West
50573,Software Engineer,99000,2000,Associate,MidWest
50574,Software Engineer,216000,19000,Mid,West
50575,Marketing,122000,5000,Mid,West
50576,Marketing,105000,9000,Mid,West
50577,Software Engineer,115000,12000,Mid,
50578,Mechanical Engineer,129000,9000,Mid,West
50579,Software Engineer,180000,23000,Entry,West
50580,Software Engineer,104000,0,Entry,MidWest
50581,Software Engineer,183000,30000,Associate,East
50582,Solution Architect,124000,138000,Associate,West
50583,Software Engineer,253000,20000,Associate,West
50584,Software Engineer,199000,47000,Mid,West
50585,Hardware Engineer,157000,0,Senior,West
50586,Software Engineer,224000,44000,Associate,West
50587,Software Engineer,121000,8000,Entry,West
50588,Software Engineer,58000,1000,Entry,Southern
50590,Software Engineer,262000,100000,Entry,East
50591,Product Designer,168000,0,Associate,West
50592,Software Engineer,37000,10000,Mid,
50593,Software Engineer,102000,14000,Mid,
50594,Software Engineer,181000,16000,Mid,West
50595,Product Manager,137000,13000,Senior,MidWest
50596,Software Engineer,69000,0,Associate,Southern
50598,Software Engineer,114000,0,Entry,Southern
50599,Software Engineering Manager,107000,34000,Senior,West
50600,Product Designer,203000,9000,Mid,West
50601,Management Consultant,105000,29000,Entry,West
50602,Software Engineer,104000,54000,Mid,West
50603,Software Engineer,219000,0,Mid,West
50604,Software Engineer,133000,20000,Senior,
50606,Product Manager,111000,0,Associate,West
50607,Software Engineer,167000,0,Associate,West
50608,Software Engineer,200000,44000,Senior,East
50609,Software Engineer,95000,3000,Associate,West
50610,Software Engineer,202000,23000,Mid,West
50611,Product Designer,121000,3000,Mid,East
50612,Software Engineer,88000,0,Entry,Southern
50613,Software Engineer,51000,9000,Entry,Southern
50614,Software Engineer,144000,0,Mid,West
50615,Data Scientist,232000,25000,Mid,West
50616,Software Engineer,104000,24000,Associate,West
50617,Software Engineer,66000,19000,Associate,West
50618,Data Scientist,101000,20000,Associate,West
50619,Business Analyst,57000,0,Associate,East
50620,Software Engineer,96000,3000,Associate,West
50621,Software Engineer,196000,8000,Associate,West
50622,Software Engineer,158000,54000,Entry,West
50623,Data Scientist,115000,0,Associate,East
50624,Data Scientist,176000,5000,Associate,West
50625,Software Engineer,117000,0,Entry,MidWest
50626,Marketing,67000,0,Associate,West
50627,Hardware Engineer,183000,53000,Mid,West
50628,Software Engineer,110000,15000,Associate,West
50629,Software Engineering Manager,208000,16000,Mid,West
50630,Software Engineer,184000,42000,Associate,West
50631,Software Engineer,45000,9000,Entry,West
50632,Software Engineer,95000,4000,Entry,West
50633,Software Engineer,176000,36000,Associate,West
50634,Software Engineer,39000,13000,Mid,
50635,Product Manager,102000,0,Senior,West
50636,Hardware Engineer,100000,24000,Mid,West
50637,Software Engineer,182000,30000,Associate,East
50638,Software Engineer,224000,33000,Mid,West
50639,Software Engineer,246000,0,Entry,West
50640,Software Engineering Manager,192000,0,Senior,West
50641,Management Consultant,198000,18000,Associate,West
50642,Software Engineer,98000,23000,Associate,
50644,Software Engineer,147000,3000,Associate,Southern
50645,Hardware Engineer,44000,7000,Associate,
50646,Software Engineer,164000,19000,Associate,West
50647,Software Engineer,116000,11000,Senior,West
50648,Software Engineer,39000,0,Senior,East
50649,Software Engineer,227000,34000,Associate,
50650,Software Engineer,193000,0,Associate,West
50651,Technical Program Manager,118000,39000,Mid,West
50652,Software Engineer,100000,15000,Associate,West
50653,Software Engineer,105000,2000,Entry,
50654,Software Engineer,197000,25000,Mid,West
50655,Software Engineer,95000,9000,Mid,
50656,Software Engineer,61000,0,Associate,Southern
50657,Software Engineer,108000,27000,Mid,East
50658,Hardware Engineer,199000,27000,Senior,West
50659,Technical Program Manager,145000,0,Senior,West
50660,Software Engineer,121000,56000,Associate,West
50661,Software Engineer,123000,0,Senior,
50662,Product Manager,145000,32000,Mid,East
50663,Solution Architect,155000,36000,Senior,West
50665,Software Engineer,75000,11000,Associate,East
50666,Product Manager,191000,19000,Mid,West
50667,Software Engineer,56000,11000,Mid,
50668,Software Engineer,72000,4000,Mid,West
50669,Software Engineer,136000,38000,Associate,West
50670,Software Engineer,176000,0,Mid,West
50671,Software Engineer,123000,7000,Mid,MidWest
50672,Solution Architect,221000,0,Senior,West
50673,Software Engineer,105000,30000,Mid,Southern
50674,Software Engineer,104000,15000,Associate,
50675,Software Engineer,65000,4000,Mid,Southern
50676,Software Engineer,23000,2000,Mid,
50678,Recruiter,50000,15000,Mid,Southern
50679,Software Engineer,105000,9000,Mid,West
50680,Software Engineer,153000,0,Associate,East
50682,Data Scientist,199000,21000,Associate,West
50683,Software Engineer,111000,32000,Senior,West
50684,Sales,107000,38000,Mid,
50685,Management Consultant,236000,10000,Senior,West
50686,Management Consultant,73000,2000,Mid,East
50687,Software Engineer,156000,27000,Associate,Southern
50688,Software Engineer,212000,20000,Associate,West
50689,Software Engineer,191000,0,Senior,West
50690,Software Engineer,190000,0,Mid,West
50691,Software Engineer,151000,8000,Entry,East
